Index,q_SE,q_R,Time,Cost,Alpha,Rocket_Launches
199,10000000000.0,0.0,18.6219739292365,6087988826815.643,1.0,0.0
198,9949748743.718594,50251256.2814064,18.528396170798125,6109367315123.102,0.9949748743718594,336.0
197,9899497487.437185,100502512.56281471,18.43481841235975,6130742553430.561,0.9899497487437185,671.0
196,9849246231.155779,150753768.84422112,18.341240653921375,6152117791738.02,0.9849246231155779,1006.0
195,9798994974.874372,201005025.12562752,18.247662895483003,6173493030045.4795,0.9798994974874372,1341.0
194,9748743718.592964,251256281.40703583,18.154085137044625,6194868268352.938,0.9748743718592964,1676.0
193,9698492462.311558,301507537.68844223,18.060507378606253,6216243506660.396,0.9698492462311558,2011.0
192,9648241206.030151,351758793.96984863,17.96692962016788,6237618744967.855,0.9648241206030151,2346.0
191,9597989949.748743,402010050.25125694,17.873351861729503,6258993983275.315,0.9597989949748743,2681.0
190,9547738693.467337,452261306.53266335,17.77977410329113,6280369221582.773,0.9547738693467337,3016.0
189,9497487437.18593,502512562.81406975,17.686196344852757,6301744459890.232,0.9497487437185931,3351.0
188,9447236180.904522,552763819.095478,17.59261858641438,6323119698197.693,0.9447236180904522,3686.0
187,9396984924.623116,603015075.3768845,17.499040827976007,6344494936505.151,0.9396984924623115,4021.0
186,9346733668.34171,653266331.6582909,17.405463069537632,6365870174812.61,0.9346733668341709,4356.0
185,9296482412.0603,703517587.9396992,17.311885311099257,6387245413120.07,0.9296482412060301,4691.0
184,9246231155.778894,753768844.2211056,17.21830755266088,6408620651427.528,0.9246231155778895,5026.0
183,9195979899.497488,804020100.502512,17.12472979422251,6429995889734.987,0.9195979899497488,5361.0
182,9145728643.21608,854271356.7839203,17.031152035784135,6451371128042.447,0.914572864321608,5696.0
181,9095477386.934673,904522613.0653267,16.93757427734576,6472746366349.906,0.9095477386934673,6031.0
180,9045226130.653267,954773869.3467331,16.84399651890739,6494121604657.364,0.9045226130653267,6366.0
179,8994974874.371859,1005025125.6281414,16.75041876046901,6515496842964.824,0.8994974874371858,6701.0
178,8944723618.090452,1055276381.9095478,16.65684100203064,6536872081272.283,0.8944723618090452,7036.0
177,8894472361.809046,1105527638.1909542,16.563263243592264,6558247319579.741,0.8894472361809046,7371.0
176,8844221105.527637,1155778894.4723625,16.46968548515389,6579622557887.201,0.8844221105527638,7706.0
175,8793969849.246231,1206030150.753769,16.376107726715514,6600997796194.66,0.8793969849246231,8041.0
174,8743718592.964825,1256281407.0351753,16.282529968277142,6622373034502.12,0.8743718592964824,8376.0
173,8693467336.683416,1306532663.3165836,16.188952209838764,6643748272809.579,0.8693467336683416,8711.0
172,8643216080.40201,1356783919.59799,16.095374451400392,6665123511117.038,0.864321608040201,9046.0
171,8592964824.120604,1407035175.8793964,16.001796692962017,6686498749424.496,0.8592964824120604,9381.0
170,8542713567.839196,1457286432.1608038,15.908218934523642,6707873987731.955,0.8542713567839196,9716.0
169,8492462311.557789,1507537688.4422112,15.814641176085267,6729249226039.414,0.8492462311557789,10051.0
168,8442211055.276382,1557788944.7236176,15.721063417646894,6750624464346.874,0.8442211055276383,10386.0
167,8391959798.994975,1608040201.005025,15.627485659208519,6771999702654.334,0.8391959798994975,10721.0
166,8341708542.713568,1658291457.2864323,15.533907900770144,6793374940961.792,0.8341708542713567,11056.0
165,8291457286.432161,1708542713.5678387,15.44033014233177,6814750179269.251,0.8291457286432161,11391.0
164,8241206030.150754,1758793969.849246,15.346752383893397,6836125417576.71,0.8241206030150754,11726.0
163,8190954773.869347,1809045226.1306534,15.253174625455022,6857500655884.17,0.8190954773869347,12061.0
162,8140703517.58794,1859296482.4120598,15.15959686701665,6878875894191.629,0.814070351758794,12396.0
161,8090452261.306533,1909547738.6934671,15.066019108578274,6900251132499.088,0.8090452261306533,12731.0
160,8040201005.0251255,1959798994.9748745,14.9724413501399,6921626370806.547,0.8040201005025126,13066.0
159,7989949748.743719,2010050251.256281,14.878863591701526,6943001609114.006,0.7989949748743719,13401.0
158,7939698492.462312,2060301507.5376883,14.785285833263151,6964376847421.465,0.7939698492462312,13736.0
157,7889447236.180904,2110552763.8190956,14.691708074824776,6985752085728.924,0.7889447236180904,14071.0
156,7839195979.899498,2160804020.100502,14.598130316386403,7007127324036.383,0.7839195979899498,14406.0
155,7788944723.618091,2211055276.3819094,14.504552557948028,7028502562343.842,0.7788944723618091,14741.0
154,7738693467.336683,2261306532.6633167,14.410974799509653,7049877800651.302,0.7738693467336684,15076.0
153,7688442211.055277,2311557788.944723,14.31739704107128,7071253038958.761,0.7688442211055276,15411.0
152,7638190954.7738695,2361809045.2261305,14.223819282632904,7092628277266.22,0.7638190954773869,15746.0
151,7587939698.492462,2412060301.507538,14.13024152419453,7114003515573.678,0.7587939698492462,16081.0
150,7537688442.211056,2462311557.7889442,14.036663765756156,7135378753881.137,0.7537688442211056,16416.0
149,7487437185.929648,2512562814.0703516,13.943086007317781,7156753992188.596,0.7487437185929648,16751.0
148,7437185929.648241,2562814070.351759,13.849508248879406,7178129230496.057,0.7437185929648241,17086.0
147,7386934673.366835,2613065326.6331654,13.755930490441033,7199504468803.515,0.7386934673366835,17421.0
146,7336683417.085427,2663316582.9145727,13.662352732002658,7220879707110.974,0.7336683417085428,17756.0
145,7286432160.80402,2713567839.19598,13.568774973564283,7242254945418.433,0.728643216080402,18091.0
144,7236180904.522614,2763819095.4773865,13.47519721512591,7263630183725.893,0.7236180904522613,18426.0
143,7185929648.241206,2814070351.758794,13.381619456687535,7285005422033.352,0.7185929648241206,18761.0
142,7135678391.959799,2864321608.040201,13.28804169824916,7306380660340.811,0.7135678391959799,19096.0
141,7085427135.678392,2914572864.3216076,13.194463939810786,7327755898648.27,0.7085427135678393,19431.0
140,7035175879.396985,2964824120.603015,13.100886181372411,7349131136955.729,0.7035175879396985,19766.0
139,6984924623.115578,3015075376.8844223,13.007308422934036,7370506375263.1875,0.6984924623115578,20101.0
138,6934673366.834171,3065326633.1658287,12.913730664495663,7391881613570.646,0.6934673366834171,20436.0
137,6884422110.552764,3115577889.447236,12.820152906057288,7413256851878.105,0.6884422110552764,20771.0
136,6834170854.271357,3165829145.7286434,12.726575147618913,7434632090185.564,0.6834170854271356,21106.0
135,6783919597.98995,3216080402.01005,12.63299738918054,7456007328493.023,0.678391959798995,21441.0
134,6733668341.708543,3266331658.291457,12.539419630742165,7477382566800.482,0.6733668341708543,21776.0
133,6683417085.427135,3316582914.5728645,12.44584187230379,7498757805107.941,0.6683417085427136,22111.0
132,6633165829.145729,3366834170.854271,12.352264113865417,7520133043415.4,0.663316582914573,22446.0
131,6582914572.864322,3417085427.1356783,12.258686355427042,7541508281722.86,0.6582914572864321,22781.0
130,6532663316.582914,3467336683.4170856,12.165108596988667,7562883520030.32,0.6532663316582914,23116.0
129,6482412060.301508,3517587939.698492,12.071530838550293,7584258758337.777,0.6482412060301508,23451.0
128,6432160804.020101,3567839195.9798994,11.977953080111918,7605633996645.236,0.6432160804020101,23786.0
127,6381909547.738693,3618090452.261307,11.884375321673545,7627009234952.697,0.6381909547738693,24121.0
126,6331658291.457287,3668341708.542713,11.790797563235172,7648384473260.155,0.6331658291457287,24456.0
125,6281407035.1758795,3718592964.8241205,11.697219804796797,7669759711567.615,0.628140703517588,24791.0
124,6231155778.894472,3768844221.105528,11.603642046358422,7691134949875.074,0.6231155778894472,25126.0
123,6180904522.613066,3819095477.3869343,11.510064287920049,7712510188182.533,0.6180904522613065,25461.0
122,6130653266.331658,3869346733.6683416,11.416486529481674,7733885426489.992,0.6130653266331658,25796.0
121,6080402010.050251,3919597989.949749,11.322908771043299,7755260664797.451,0.6080402010050251,26131.0
120,6030150753.768845,3969849246.2311554,11.229331012604925,7776635903104.91,0.6030150753768845,26466.0
119,5979899497.487437,4020100502.5125628,11.13575325416655,7798011141412.369,0.5979899497487438,26801.0
118,5929648241.20603,4070351758.79397,11.042175495728175,7819386379719.828,0.592964824120603,27136.0
117,5879396984.9246235,4120603015.0753765,10.948597737289802,7840761618027.287,0.5879396984924623,27471.0
116,5829145728.643216,4170854271.356784,10.855019978851427,7862136856334.746,0.5829145728643216,27806.0
115,5778894472.361809,4221105527.638191,10.761442220413052,7883512094642.205,0.5778894472361809,28141.0
114,5728643216.080402,4271356783.9195976,10.667864461974679,7904887332949.664,0.5728643216080402,28476.0
113,5678391959.798995,4321608040.201005,10.574286703536304,7926262571257.123,0.5678391959798995,28811.0
112,5628140703.517588,4371859296.482412,10.480708945097929,7947637809564.582,0.5628140703517588,29146.0
111,5577889447.236181,4422110552.763819,10.387131186659555,7969013047872.041,0.5577889447236182,29481.0
110,5527638190.954774,4472361809.045226,10.29355342822118,7990388286179.5,0.5527638190954773,29816.0
109,5477386934.673367,4522613065.326633,10.199975669782805,8011763524486.961,0.5477386934673366,30151.0
108,5427135678.39196,4572864321.60804,10.106397911344432,8033138762794.42,0.542713567839196,30486.0
107,5376884422.110553,4623115577.889447,10.012820152906057,8054514001101.878,0.5376884422110553,30821.0
106,5326633165.829145,4673366834.170855,9.919242394467682,8075889239409.338,0.5326633165829145,31156.0
105,5276381909.547739,4723618090.452261,9.825664636029309,8097264477716.796,0.5276381909547739,31491.0
104,5226130653.266332,4773869346.733668,9.732086877590934,8118639716024.255,0.5226130653266332,31826.0
103,5175879396.984924,4824120603.015076,9.638509119152559,8140014954331.715,0.5175879396984925,32161.0
102,5125628140.703518,4874371859.296482,9.544931360714186,8161390192639.174,0.5125628140703518,32496.0
101,5075376884.422111,4924623115.577889,9.45135360227581,8182765430946.633,0.507537688442211,32831.0
100,5025125628.140703,4974874371.859297,9.357775843837436,8204140669254.092,0.5025125628140703,33166.0
99,4974874371.859297,5025125628.140703,9.264198085399062,8225515907561.551,0.4974874371859297,33501.0
98,4924623115.577889,5075376884.422111,9.170620326960687,8246891145869.01,0.49246231155778897,33836.0
97,4874371859.296482,5125628140.703518,9.077042568522312,8268266384176.469,0.4874371859296482,34171.0
96,4824120603.015076,5175879396.984924,8.98346481008394,8289641622483.928,0.4824120603015076,34506.0
95,4773869346.733668,5226130653.266332,8.889887051645564,8311016860791.387,0.47738693467336685,34841.0
94,4723618090.452261,5276381909.547739,8.79630929320719,8332392099098.847,0.4723618090452261,35176.0
93,4673366834.170855,5326633165.829145,8.702731534768816,8353767337406.305,0.46733668341708545,35511.0
92,4623115577.889447,5376884422.110553,8.60915377633044,8375142575713.764,0.4623115577889447,35846.0
91,4572864321.60804,5427135678.39196,8.515576017892068,8396517814021.223,0.457286432160804,36181.0
90,4522613065.326633,5477386934.673367,8.421998259453694,8417893052328.682,0.45226130653266333,36516.0
89,4472361809.045226,5527638190.954774,8.32842050101532,8439268290636.143,0.4472361809045226,36851.0
88,4422110552.763819,5577889447.236181,8.234842742576944,8460643528943.602,0.4422110552763819,37186.0
87,4371859296.482412,5628140703.517588,8.141264984138571,8482018767251.061,0.4371859296482412,37521.0
86,4321608040.201005,5678391959.798995,8.047687225700196,8503394005558.52,0.4321608040201005,37856.0
85,4271356783.919598,5728643216.080402,7.954109467261821,8524769243865.979,0.4271356783919598,38191.0
84,4221105527.638191,5778894472.361809,7.860531708823447,8546144482173.437,0.42211055276381915,38526.0
83,4170854271.356784,5829145728.643216,7.766953950385072,8567519720480.8955,0.41708542713567837,38861.0
82,4120603015.075377,5879396984.9246235,7.673376191946699,8588894958788.355,0.4120603015075377,39196.0
81,4070351758.79397,5929648241.20603,7.579798433508325,8610270197095.814,0.407035175879397,39531.0
80,4020100502.5125628,5979899497.487437,7.48622067506995,8631645435403.273,0.4020100502512563,39866.0
79,3969849246.231156,6030150753.768845,7.3926429166315755,8653023923710.732,0.3969849246231156,40202.0
78,3919597989.949749,6080402010.050251,7.299065158193201,8674399162018.191,0.3919597989949749,40537.0
77,3869346733.6683416,6130653266.331658,7.205487399754826,8695774400325.65,0.3869346733668342,40872.0
76,3819095477.3869348,6180904522.613066,7.111909641316452,8717149638633.111,0.38190954773869346,41207.0
75,3768844221.105528,6231155778.894472,7.018331882878078,8738524876940.568,0.3768844221105528,41542.0
74,3718592964.8241205,6281407035.1758795,6.924754124439703,8759900115248.028,0.37185929648241206,41877.0
73,3668341708.5427136,6331658291.457287,6.831176366001329,8781275353555.487,0.3668341708542714,42212.0
72,3618090452.261307,6381909547.738693,6.737598607562955,8802650591862.945,0.36180904522613067,42547.0
71,3567839195.9798994,6432160804.020101,6.64402084912458,8824025830170.404,0.35678391959798994,42882.0
70,3517587939.6984925,6482412060.301508,6.550443090686206,8845401068477.863,0.35175879396984927,43217.0
69,3467336683.4170856,6532663316.582914,6.4568653322478315,8866776306785.324,0.34673366834170855,43552.0
68,3417085427.1356783,6582914572.864322,6.3632875738094565,8888151545092.783,0.3417085427135678,43887.0
67,3366834170.8542714,6633165829.145729,6.269709815371082,8909526783400.242,0.33668341708542715,44222.0
66,3316582914.5728645,6683417085.427135,6.176132056932708,8930902021707.701,0.3316582914572865,44557.0
65,3266331658.291457,6733668341.708543,6.14958904109589,8952277260015.16,0.3266331658291457,44892.0
